,Date,Date,Date,Calories/100g
246210101.0,80,2018-04-29,2021-04-11,121707.0
246220101.0,40,2018-04-29,2019-02-17,63750.0
246223101.0,128,2018-04-29,2021-03-28,288785.0
246226102.0,142,2018-04-29,2021-04-25,259733.0
246229101.0,125,2018-04-29,2021-04-18,130386.0
246231101.0,68,2018-05-06,2021-03-28,54960.0
246233101.0,18,2018-04-29,2018-09-09,11546.0
246239101.0,24,2018-04-29,2019-02-24,63142.0
246250101.0,118,2018-04-29,2021-04-18,97716.0
246255101.0,106,2018-04-29,2021-04-25,82617.0
246272101.0,96,2018-04-29,2020-10-04,173236.0
246285101.0,121,2018-04-29,2021-04-18,81401.0
246287101.0,8,2018-11-11,2019-04-14,3799.0
246295101.0,49,2018-04-29,2021-02-21,59821.0
246298101.0,123,2018-04-29,2021-04-25,136162.0
246299101.0,149,2018-04-29,2021-04-25,578800.0
246306101.0,69,2018-04-29,2019-12-01,127062.0
246310101.0,129,2018-04-29,2021-04-25,327040.0
246314101.0,147,2018-04-29,2021-04-25,198374.0
246318101.0,90,2018-04-29,2020-02-16,260399.0
246319101.0,104,2018-04-29,2020-12-06,74815.0
246327101.0,122,2018-04-29,2021-04-25,99616.0
246329101.0,121,2018-04-29,2021-01-31,157379.0
246331101.0,151,2018-04-29,2021-04-25,298474.0
247004101.0,137,2018-05-06,2021-04-25,136330.0
247011101.0,124,2018-04-29,2021-04-18,191775.0
247026101.0,148,2018-04-29,2021-04-25,241264.0
247055101.0,139,2018-04-29,2021-04-25,239200.0
247056101.0,115,2018-04-29,2021-04-18,88515.0
247062101.0,134,2018-04-29,2021-04-18,209337.0
247063102.0,37,2018-07-29,2021-03-21,29202.0
247065101.0,148,2018-04-29,2021-04-18,132233.0
247087101.0,137,2018-04-29,2021-04-25,204732.0
247089101.0,92,2018-04-29,2021-04-25,98928.0
247092101.0,109,2018-04-29,2021-04-25,158888.0
247102101.0,65,2018-04-29,2021-03-28,63259.0
247107103.0,79,2018-05-06,2021-03-21,196787.0
247108101.0,44,2018-07-01,2021-04-18,71965.0
247111101.0,136,2018-04-29,2021-04-25,109573.0
247115101.0,20,2018-05-27,2019-01-27,5376.0
247125101.0,76,2018-04-29,2021-04-25,27971.0
247128101.0,101,2018-04-29,2021-03-28,99215.0
247130101.0,93,2018-04-29,2021-04-11,61173.0
247138101.0,148,2018-04-29,2021-04-25,210676.0
247141101.0,120,2018-05-27,2021-04-25,247819.0
247144101.0,132,2018-04-29,2021-04-25,163153.0
247148101.0,24,2018-04-29,2019-02-24,25966.0
247164101.0,35,2018-04-29,2019-05-12,41397.0
247165101.0,54,2018-05-06,2019-07-14,52686.0
247170101.0,119,2018-04-29,2021-04-25,90646.0
247178101.0,108,2018-04-29,2021-04-25,113715.0
247183101.0,137,2018-04-29,2021-04-25,93922.0
247189101.0,84,2018-04-29,2020-02-23,122210.0
247192101.0,117,2018-04-29,2021-04-25,126007.0
247204101.0,100,2018-04-29,2021-04-25,122134.0
247205101.0,147,2018-04-29,2021-04-25,151480.0
247209101.0,134,2018-04-29,2021-04-25,217283.0
247212101.0,134,2018-04-29,2021-04-25,95306.0
247219101.0,148,2018-04-29,2021-04-25,228467.0
247223101.0,145,2018-04-29,2021-04-25,115991.0
247224101.0,151,2018-04-29,2021-04-25,140722.0
247231102.0,125,2018-04-29,2021-04-25,103240.0
247232102.0,153,2018-04-29,2021-04-25,154856.0
247238101.0,89,2018-04-29,2021-04-18,102098.0
247239101.0,113,2018-04-29,2021-04-25,87499.0
247240101.0,151,2018-04-29,2021-04-25,278983.0
247241101.0,122,2018-04-29,2021-04-25,67745.0
247255101.0,105,2018-05-06,2021-04-25,57165.0
247258101.0,100,2018-04-29,2021-04-25,120818.0
247260101.0,119,2018-04-29,2021-04-25,166074.0
247264101.0,116,2018-04-29,2021-04-18,79297.0
247272101.0,127,2018-04-29,2021-04-18,73715.0
247279101.0,114,2018-04-29,2021-04-25,177695.0
247280101.0,106,2018-04-29,2021-04-18,136745.0
247282101.0,120,2018-05-06,2021-04-25,246942.0
247294101.0,54,2018-04-29,2019-11-03,89781.0
247303101.0,16,2018-06-03,2019-01-27,6117.0
247307101.0,53,2018-04-29,2020-11-08,54767.0
247309101.0,69,2018-05-06,2021-02-28,76900.0
247311101.0,121,2018-05-06,2021-04-25,79305.0
248064101.0,97,2018-05-06,2021-04-25,197820.0
248066101.0,98,2018-04-29,2021-04-25,86419.0
248069101.0,133,2018-04-29,2021-02-28,84531.0
248071101.0,73,2018-04-29,2021-04-25,51726.0
248086101.0,49,2018-05-06,2019-09-01,46218.0
248086102.0,37,2019-10-13,2021-04-18,55641.0
248089101.0,83,2018-04-29,2021-04-11,105348.0
248093101.0,58,2018-04-29,2021-04-18,34421.0
248101101.0,148,2018-04-29,2021-04-25,138849.0
248103101.0,153,2018-04-29,2021-04-25,290861.0
248111101.0,92,2018-05-06,2021-04-18,119896.0
248146101.0,145,2018-04-29,2021-04-25,273047.0
248147101.0,115,2018-04-29,2021-04-25,205858.0
248155101.0,147,2018-04-29,2021-04-25,489184.0
249001101.0,84,2018-04-29,2021-04-25,109318.0
249011101.0,152,2018-04-29,2021-04-25,230363.0
249014101.0,61,2018-05-13,2020-04-19,88609.0
249015101.0,150,2018-04-29,2021-04-25,190099.0
249018101.0,124,2018-04-29,2021-04-18,150704.0
249019101.0,36,2018-04-29,2019-06-16,47883.0
249023101.0,86,2018-05-06,2021-04-18,99979.0
249027101.0,75,2018-04-29,2021-04-25,100692.0
249028101.0,94,2018-05-06,2021-04-25,63049.0
250011101.0,90,2018-04-29,2021-04-25,42748.0
251008101.0,16,2018-05-06,2018-11-04,28677.0
251021101.0,113,2018-04-29,2021-04-25,185989.0
252001101.0,156,2018-04-29,2021-04-25,275170.0
252002101.0,131,2018-04-29,2021-04-25,126212.0
252003101.0,88,2018-04-29,2021-04-18,25005.0
252005101.0,151,2018-04-29,2021-04-25,158534.0
252007101.0,85,2018-06-10,2021-04-25,40079.0
258013101.0,154,2018-04-29,2021-04-25,279119.0
258016101.0,128,2018-04-29,2021-02-21,252193.0
258018101.0,52,2018-06-24,2020-05-17,106779.0
258025101.0,150,2018-04-29,2021-04-25,205145.0
261001101.0,104,2018-04-29,2021-04-25,100263.0
261009101.0,53,2018-05-27,2021-04-25,56980.0
262001101.0,67,2018-04-29,2021-02-28,59219.0
262012103.0,151,2018-05-06,2021-04-25,187115.0
262033101.0,155,2018-04-29,2021-04-25,248837.0
262034101.0,149,2018-04-29,2021-04-25,264346.0
262036101.0,126,2018-04-29,2021-01-03,113388.0
262044101.0,20,2018-04-29,2019-11-03,10131.0
262046101.0,109,2018-04-29,2021-04-25,267422.0
262068101.0,154,2018-04-29,2021-04-25,219628.0
262074101.0,132,2018-04-29,2021-04-18,107464.0
262075101.0,72,2018-04-29,2019-12-29,147341.0
263018101.0,152,2018-04-29,2021-04-25,286278.0
263021101.0,151,2018-04-29,2021-04-25,88414.0
263023101.0,154,2018-04-29,2021-04-25,158328.0
263026101.0,127,2018-04-29,2021-04-25,24269.0
263027101.0,94,2018-04-29,2020-02-16,158660.0
264021101.0,9,2018-04-29,2018-08-05,4558.0
264047101.0,119,2018-04-29,2021-04-18,169979.0
264059101.0,96,2018-04-29,2021-04-25,67462.0
264065101.0,29,2018-04-29,2018-12-30,12819.0
264077101.0,143,2018-04-29,2021-04-25,268608.0
264099101.0,119,2018-04-29,2021-04-25,140934.0
264100101.0,44,2018-05-06,2020-01-26,60406.0
264101101.0,63,2018-04-29,2021-04-11,68754.0
264107101.0,13,2018-04-29,2018-09-09,20183.0
264114101.0,148,2018-04-29,2021-04-25,309597.0
264116101.0,119,2018-05-13,2021-04-25,143789.0
301002104.0,133,2018-04-29,2021-04-25,92928.0
301003101.0,142,2018-04-29,2021-04-25,243852.0
301023101.0,122,2018-04-29,2021-04-18,199753.0
301035101.0,107,2018-04-29,2021-04-18,152882.0
301039101.0,22,2018-05-06,2019-04-21,25853.0
301042101.0,125,2018-05-06,2021-04-25,120679.0
301045101.0,149,2018-04-29,2021-04-25,205320.0
301049101.0,12,2018-04-29,2018-09-30,5851.0
301055101.0,121,2018-05-06,2021-04-25,233354.0
301059101.0,106,2018-04-29,2021-04-25,153062.0
301063103.0,97,2018-05-06,2021-04-25,73233.0
301082101.0,10,2018-04-29,2018-09-09,10695.0
301086101.0,154,2018-04-29,2021-04-25,409917.0
301090101.0,151,2018-04-29,2021-04-25,227163.0
301100101.0,57,2018-04-29,2021-03-28,42238.0
302010101.0,45,2018-04-29,2021-01-31,134262.0
302011103.0,93,2018-04-29,2021-04-25,140548.0
302023101.0,147,2018-04-29,2021-04-25,505458.0
302024101.0,119,2018-04-29,2021-04-25,185671.0
302035101.0,81,2018-04-29,2021-04-25,205984.0
303013101.0,129,2018-04-29,2021-04-25,128779.0
303020101.0,74,2018-04-29,2021-04-18,37645.0
303030101.0,36,2018-04-29,2019-08-11,18226.0
303034101.0,153,2018-04-29,2021-04-25,120043.0
303044101.0,149,2018-04-29,2021-04-25,447052.0
303045101.0,11,2018-06-03,2019-06-16,13169.0
304001101.0,88,2018-05-06,2021-04-04,171136.0
304007101.0,103,2018-05-06,2021-04-25,303711.0
304021101.0,93,2018-05-06,2021-04-25,68701.0
304030101.0,122,2018-04-29,2021-04-25,168571.0
304032101.0,82,2018-05-27,2021-04-11,113476.0
304042101.0,45,2018-04-29,2019-10-20,33418.0
304043101.0,47,2018-05-06,2019-10-06,26911.0
304044101.0,119,2018-05-06,2021-04-18,83884.0
311004101.0,155,2018-04-29,2021-04-25,176756.0
311005101.0,101,2018-04-29,2021-04-25,146668.0
311012101.0,2,2018-05-27,2018-06-17,2335.0
311013101.0,76,2018-05-06,2021-04-25,182448.0
311014101.0,18,2018-04-29,2018-09-09,12705.0
311030104.0,137,2018-04-29,2021-04-25,164380.0
311034101.0,20,2018-04-29,2018-11-18,66749.0
311036101.0,34,2018-05-06,2019-09-01,49057.0
311043101.0,148,2018-04-29,2021-04-25,217358.0
311046102.0,133,2018-04-29,2021-04-18,160343.0
311048101.0,106,2018-05-06,2021-04-18,89910.0
311050101.0,71,2018-04-29,2021-02-28,51913.0
311053101.0,154,2018-04-29,2021-04-25,266298.0
311055101.0,151,2018-04-29,2021-04-25,213516.0
311056101.0,68,2018-04-29,2021-01-31,76970.0
311059101.0,78,2018-04-29,2021-02-28,37713.0
311064101.0,15,2018-05-27,2019-03-10,44924.0
311065101.0,3,2018-04-29,2018-06-17,738.0
311067101.0,108,2018-05-27,2021-04-25,83762.0
311068101.0,120,2018-04-29,2021-04-25,106347.0
311069101.0,95,2018-05-06,2021-04-18,93163.0
311072101.0,146,2018-04-29,2021-04-25,274033.0
311076101.0,17,2018-05-27,2019-02-17,22895.0
312010101.0,92,2018-04-29,2021-04-25,53046.0
312020101.0,79,2018-04-29,2019-12-29,81559.0
312025101.0,154,2018-04-29,2021-04-25,137193.0
312034101.0,116,2018-04-29,2021-04-18,62463.0
312038101.0,134,2018-04-29,2021-04-25,123641.0
312039101.0,78,2018-04-29,2021-04-25,37149.0
313002101.0,18,2018-04-29,2019-04-14,20391.0
313024101.0,141,2018-04-29,2021-04-25,217557.0
313026101.0,46,2018-04-29,2021-02-28,35448.0
313028101.0,91,2018-05-06,2021-04-25,158341.0
313030101.0,135,2018-04-29,2021-04-25,183802.0
313032101.0,142,2018-04-29,2021-04-25,111366.0
313033101.0,17,2018-04-29,2018-12-23,37237.0
313035101.0,60,2018-06-03,2021-03-21,58682.0
314008101.0,32,2018-05-06,2019-02-17,39050.0
314024101.0,34,2018-04-29,2018-12-30,62119.0
314061101.0,111,2018-04-29,2021-04-25,125216.0
314063101.0,39,2018-04-29,2020-08-16,43869.0
314074101.0,127,2018-04-29,2021-03-14,172726.0
314079101.0,108,2018-04-29,2021-04-18,157134.0
314086101.0,136,2018-04-29,2021-04-25,160094.0
314089101.0,146,2018-04-29,2021-04-18,157266.0
314099101.0,81,2018-04-29,2020-10-04,150564.0
314102103.0,23,2018-04-29,2018-10-07,20442.0
314113102.0,136,2018-04-29,2021-04-18,242402.0
314123101.0,98,2018-05-06,2021-04-25,92588.0
314129101.0,30,2018-04-29,2019-06-09,11976.0
314140101.0,2,2018-06-24,2018-07-15,3017.0
314141101.0,115,2018-04-29,2021-04-18,175851.0
314155101.0,101,2018-04-29,2021-04-25,107347.0
314157101.0,92,2018-04-29,2021-04-25,99182.0
314168101.0,2,2018-05-06,2018-05-13,1541.0
314170101.0,97,2018-05-06,2021-04-25,62825.0
314186101.0,121,2018-04-29,2021-04-25,124924.0
314188101.0,98,2018-04-29,2020-09-13,167903.0
314189101.0,60,2018-04-29,2020-02-16,13281.0
314190101.0,153,2018-04-29,2021-04-25,587063.0
314194101.0,135,2018-04-29,2021-04-18,66681.0
314199103.0,141,2018-04-29,2021-04-25,304129.0
314204101.0,16,2018-04-29,2018-10-07,16046.0
314208101.0,96,2018-04-29,2021-04-25,153146.0
314209101.0,121,2018-05-06,2021-04-25,196873.0
314211101.0,151,2018-04-29,2021-04-18,200006.0
314213101.0,146,2018-04-29,2021-04-25,1175819.0
315017101.0,93,2018-05-27,2021-04-25,204715.0
315027101.0,145,2018-04-29,2021-04-25,154016.0
315028102.0,125,2018-05-06,2021-04-18,141236.0
315031102.0,6,2018-11-25,2018-12-30,4692.0
315035101.0,25,2018-04-29,2019-03-17,26845.0
315040102.0,153,2018-04-29,2021-04-25,362301.0
315041101.0,134,2018-04-29,2021-04-25,168381.0
315042101.0,133,2018-04-29,2021-04-18,136533.0
315043101.0,103,2018-04-29,2021-04-25,103457.0
315045101.0,115,2018-04-29,2021-04-25,82011.0
316010101.0,82,2018-06-03,2021-04-25,57232.0
316021101.0,115,2018-04-29,2021-04-25,101639.0
316027101.0,93,2018-05-13,2021-04-25,123373.0
316033101.0,82,2018-04-29,2019-12-29,38075.0
316040101.0,128,2018-04-29,2021-04-25,278047.0
316041101.0,76,2018-06-24,2021-04-25,96710.0
316045101.0,124,2018-04-29,2020-12-06,158371.0
316046101.0,146,2018-04-29,2021-04-25,155571.0
316050101.0,89,2018-05-13,2021-04-11,29555.0
316057101.0,141,2018-04-29,2021-04-25,157170.0
316060101.0,131,2018-04-29,2021-04-25,79919.0
316066101.0,94,2018-05-06,2021-04-18,179266.0
316072101.0,84,2018-04-29,2021-02-28,56984.0
316080101.0,153,2018-04-29,2021-04-25,343228.0
316083101.0,71,2018-04-29,2019-09-29,73902.0
316089101.0,29,2018-04-29,2019-12-29,24166.0
316089105.0,18,2020-11-15,2021-04-25,31477.0
317007101.0,154,2018-04-29,2021-04-25,460338.0
317032101.0,117,2018-04-29,2021-04-18,50690.0
317035102.0,59,2018-04-29,2019-07-14,68221.0
317036101.0,4,2018-05-27,2018-09-09,65.0
317043102.0,67,2018-04-29,2021-04-25,111149.0
317047101.0,36,2018-04-29,2019-05-12,42997.0
317048101.0,66,2018-05-27,2021-01-17,70470.0
317052101.0,156,2018-04-29,2021-04-25,248407.0
317054101.0,131,2018-04-29,2021-04-25,146622.0
317062101.0,113,2018-04-29,2021-04-25,41217.0
317067101.0,144,2018-04-29,2021-04-25,192833.0
317072101.0,121,2018-04-29,2021-04-25,223548.0
317074101.0,145,2018-04-29,2021-04-25,143306.0
317075101.0,78,2018-04-29,2020-04-26,30388.0
317076101.0,9,2018-04-29,2019-04-14,8000.0
318012102.0,66,2018-04-29,2021-04-25,85278.0
318025101.0,85,2018-05-27,2021-02-21,67959.0
318031101.0,99,2018-04-29,2021-04-25,100171.0
318032101.0,152,2018-04-29,2021-04-25,150502.0
318035101.0,120,2018-04-29,2021-03-28,74289.0
318036101.0,149,2018-04-29,2021-04-25,121429.0
318043101.0,3,2018-04-29,2018-05-20,2692.0
318044101.0,132,2018-04-29,2021-04-25,216464.0
319011101.0,4,2018-04-29,2018-07-08,6303.0
319013101.0,90,2018-05-06,2021-04-18,174770.0
319017101.0,90,2018-04-29,2021-04-25,68855.0
319018101.0,118,2018-04-29,2021-03-21,90991.0
319021101.0,155,2018-04-29,2021-04-25,79756.0
320020102.0,47,2018-05-06,2021-03-21,34064.0
320027101.0,113,2018-04-29,2021-04-25,61356.0
320029101.0,70,2018-05-06,2020-11-22,44845.0
320030101.0,109,2018-04-29,2021-04-25,345787.0
320042101.0,78,2018-04-29,2019-12-22,69580.0
321005101.0,60,2018-04-29,2021-04-25,63170.0
321016101.0,155,2018-04-29,2021-04-25,269424.0
321018101.0,83,2018-04-29,2021-04-25,106967.0
321019101.0,137,2018-04-29,2021-04-11,180334.0
321020101.0,150,2018-04-29,2021-04-25,125344.0
321022101.0,58,2018-05-06,2021-04-18,84529.0
321032101.0,109,2018-04-29,2021-04-18,114560.0
321033101.0,30,2018-05-20,2019-05-19,18010.0
321039101.0,110,2018-04-29,2021-04-18,121468.0
321040101.0,133,2018-04-29,2021-04-25,91658.0
322004113.0,50,2018-04-29,2021-02-28,118201.0
322009101.0,67,2018-04-29,2021-04-18,124919.0
322015101.0,133,2018-04-29,2021-02-28,210072.0
322018102.0,156,2018-04-29,2021-04-25,373157.0
323010101.0,129,2018-05-13,2021-04-25,88188.0
323013102.0,138,2018-04-29,2021-04-25,410573.0
323018101.0,102,2018-05-27,2021-04-25,69934.0
323020101.0,73,2018-05-06,2021-04-18,78389.0
323022101.0,99,2018-04-29,2020-11-08,103224.0
323031101.0,98,2018-04-29,2021-04-25,198960.0
323033101.0,116,2018-04-29,2021-03-28,64371.0
323035101.0,78,2018-04-29,2021-04-04,30828.0
325009101.0,10,2018-04-29,2019-03-24,14635.0
325010101.0,107,2018-05-13,2021-04-18,109920.0
328007101.0,143,2018-04-29,2021-04-25,72871.0
328013101.0,23,2018-04-29,2018-12-30,29274.0
331005101.0,136,2018-04-29,2021-04-25,172070.0
331007101.0,3,2018-04-29,2018-05-13,666.0
331010101.0,14,2018-04-29,2018-10-28,23811.0
331013101.0,67,2018-04-29,2021-01-03,67915.0
331015101.0,109,2018-04-29,2020-06-14,126233.0
332006101.0,141,2018-04-29,2021-04-25,243655.0
332008101.0,127,2018-04-29,2021-04-25,149368.0
332011101.0,10,2018-05-06,2018-11-25,8375.0
332012101.0,106,2018-04-29,2021-04-25,279469.0
332014101.0,146,2018-04-29,2021-04-25,364569.0
332018101.0,106,2018-04-29,2021-04-25,65760.0
332047101.0,76,2018-06-24,2021-04-18,108974.0
332050101.0,81,2018-05-06,2020-10-11,28296.0
332054101.0,152,2018-04-29,2021-04-25,201068.0
332073101.0,121,2018-05-06,2021-04-25,43355.0
332099101.0,136,2018-04-29,2021-04-25,113929.0
332101101.0,135,2018-04-29,2021-04-25,113357.0
332123101.0,46,2018-04-29,2019-04-14,18346.0
332133101.0,138,2018-04-29,2021-04-25,140535.0
332135102.0,71,2018-04-29,2021-01-24,151234.0
332139101.0,85,2018-04-29,2021-01-24,132150.0
332140102.0,144,2018-04-29,2021-04-25,294930.0
332146101.0,106,2018-04-29,2021-04-18,212358.0
332158101.0,107,2018-04-29,2021-04-25,143420.0
332163101.0,65,2018-04-29,2021-03-21,116034.0
332178101.0,104,2018-04-29,2021-04-25,76456.0
332184101.0,114,2018-05-06,2021-04-18,51616.0
332186101.0,154,2018-04-29,2021-04-25,481248.0
332199101.0,25,2018-05-06,2021-04-25,23146.0
332202101.0,14,2018-05-27,2018-11-04,10788.0
332204101.0,5,2018-05-06,2018-06-17,1708.0
332245101.0,107,2018-04-29,2021-04-18,175278.0
332248101.0,14,2018-04-29,2018-11-25,6941.0
332251101.0,98,2018-04-29,2021-04-25,122007.0
332252101.0,92,2018-05-06,2021-04-25,65568.0
332256101.0,13,2018-04-29,2018-10-07,29839.0
332257101.0,85,2018-04-29,2020-03-15,99425.0
332260101.0,143,2018-04-29,2021-04-18,265715.0
332267101.0,29,2018-04-29,2019-01-27,21281.0
332268101.0,156,2018-04-29,2021-04-25,325809.0
332271101.0,146,2018-05-06,2021-04-25,135369.0
332279101.0,2,2018-08-19,2018-08-26,5839.0
332280102.0,3,2018-06-03,2018-06-17,1541.0
332288101.0,74,2018-04-29,2020-02-23,95882.0
332292101.0,56,2018-04-29,2019-05-19,100058.0
332293101.0,153,2018-04-29,2021-04-25,375819.0
332297102.0,147,2018-04-29,2021-04-25,470731.0
332303101.0,127,2018-04-29,2021-04-25,311634.0
333001101.0,106,2018-04-29,2021-04-25,286545.0
333006101.0,3,2018-04-29,2018-05-13,460.0
333017101.0,141,2018-04-29,2021-04-25,134341.0
333019101.0,64,2018-04-29,2020-06-14,45637.0
333020101.0,124,2018-04-29,2021-03-21,121071.0
333023101.0,150,2018-04-29,2021-04-25,259323.0
333024101.0,86,2018-04-29,2020-06-14,173409.0
333027101.0,44,2018-04-29,2019-10-27,31602.0
333030101.0,75,2018-04-29,2020-12-27,91185.0
333035101.0,97,2018-04-29,2021-04-18,74265.0
333041101.0,74,2018-04-29,2020-12-27,58158.0
333046101.0,96,2018-04-29,2021-04-25,67034.0
333047101.0,113,2018-04-29,2020-11-08,83261.0
333094101.0,60,2018-06-03,2021-04-18,54405.0
333099101.0,95,2018-04-29,2020-03-22,311796.0
333104101.0,142,2018-04-29,2021-04-25,297136.0
333106101.0,57,2018-04-29,2019-11-24,41939.0
333113101.0,38,2018-04-29,2019-09-29,62899.0
333170101.0,68,2018-04-29,2019-11-24,87264.0
333183101.0,17,2018-05-06,2019-01-13,37764.0
333195101.0,139,2018-04-29,2021-04-25,118785.0
333238101.0,156,2018-04-29,2021-04-25,299189.0
334001101.0,151,2018-04-29,2021-04-25,288143.0
334003101.0,99,2018-04-29,2021-04-25,82656.0
334005101.0,47,2018-04-29,2019-09-08,114941.0
343013101.0,143,2018-04-29,2021-04-25,118136.0
343023101.0,15,2018-06-10,2020-09-06,44129.0
343027101.0,133,2018-04-29,2021-04-25,170572.0
343037101.0,24,2018-04-29,2018-11-18,20376.0
343049101.0,147,2018-04-29,2021-04-25,158562.0
343052102.0,130,2018-04-29,2021-04-25,193436.0
343070101.0,146,2018-04-29,2021-04-25,294387.0
343079101.0,33,2018-04-29,2019-01-20,36885.0
343088101.0,130,2018-05-06,2021-04-25,107522.0
343093101.0,29,2018-04-29,2018-12-02,24277.0
343099101.0,46,2018-05-06,2021-04-11,30457.0
343101101.0,94,2018-04-29,2021-04-25,68652.0
343102101.0,101,2018-05-06,2021-04-25,76218.0
343103101.0,137,2018-04-29,2021-04-25,61084.0
343111101.0,100,2018-04-29,2021-04-18,123758.0
343113101.0,155,2018-04-29,2021-04-25,228562.0
343117101.0,43,2018-05-27,2019-09-29,63167.0
343118101.0,147,2018-04-29,2021-04-25,515617.0
343121101.0,119,2018-05-06,2021-03-28,115951.0
345041101.0,82,2018-04-29,2021-04-25,137678.0
345063101.0,141,2018-04-29,2021-04-25,169018.0
345066101.0,17,2018-05-06,2020-03-22,26019.0
346002103.0,156,2018-04-29,2021-04-25,201158.0
346008101.0,57,2018-05-06,2021-03-28,62152.0
346039101.0,73,2018-04-29,2019-12-01,60176.0
346044101.0,17,2018-08-05,2021-01-03,24708.0
347002101.0,102,2018-04-29,2021-04-25,64037.0
347009101.0,43,2018-05-06,2021-04-25,48859.0
348005101.0,144,2018-04-29,2021-04-25,97228.0
348006101.0,147,2018-04-29,2021-04-25,127720.0
348007101.0,152,2018-04-29,2021-04-25,189319.0
348011101.0,30,2018-05-13,2019-03-17,22607.0
348056101.0,18,2018-05-27,2018-10-07,13296.0
348077101.0,127,2018-04-29,2021-01-03,221824.0
348080101.0,142,2018-05-06,2021-04-25,160630.0
348084101.0,114,2018-04-29,2020-09-13,100231.0
348086101.0,137,2018-04-29,2021-04-25,295706.0
350006101.0,45,2018-05-13,2019-12-01,22574.0
350039101.0,110,2018-04-29,2021-04-25,117047.0
350041101.0,20,2018-04-29,2019-04-21,9063.0
350043101.0,69,2018-05-06,2021-04-25,29747.0
350047101.0,145,2018-04-29,2021-04-25,205119.0
350048101.0,83,2018-04-29,2021-04-25,193475.0
350052101.0,83,2018-04-29,2020-02-09,129787.0
350072101.0,82,2018-05-27,2021-04-18,127986.0
350082101.0,62,2018-09-23,2021-04-04,26284.0
350083101.0,124,2018-04-29,2021-04-25,230377.0
350084101.0,98,2018-04-29,2021-04-25,117051.0
350101101.0,107,2018-04-29,2021-04-25,130578.0
350108101.0,47,2018-04-29,2019-07-21,84711.0
401011102.0,114,2018-04-29,2021-04-11,165379.0
401027101.0,130,2018-04-29,2021-04-18,119419.0
401045101.0,101,2018-05-27,2020-11-01,125055.0
401048101.0,106,2018-04-29,2021-04-25,141478.0
401067101.0,2,2018-04-29,2018-05-13,7379.0
401077101.0,99,2018-04-29,2021-04-11,221814.0
401087101.0,95,2018-04-29,2021-04-25,150730.0
403006101.0,76,2018-04-29,2019-12-22,51728.0
403022101.0,71,2018-04-29,2019-10-06,109949.0
403026101.0,142,2018-04-29,2021-04-25,505507.0
403028101.0,40,2018-04-29,2019-04-21,42799.0
403029101.0,139,2018-04-29,2021-04-25,138743.0
403030101.0,138,2018-04-29,2021-04-25,201896.0
403041101.0,136,2018-04-29,2021-04-25,346975.0
403044101.0,67,2018-05-27,2021-02-28,133080.0
404006101.0,127,2018-04-29,2021-04-25,92409.0
404012101.0,53,2018-04-29,2020-01-19,109836.0
405003107.0,109,2018-04-29,2020-08-16,130541.0
405005101.0,96,2018-05-06,2021-04-18,100396.0
405010101.0,151,2018-04-29,2021-04-25,183223.0
405014101.0,11,2018-06-24,2018-09-09,9983.0
405020101.0,152,2018-04-29,2021-04-25,227924.0
405021101.0,70,2018-04-29,2021-04-18,132948.0
405025101.0,135,2018-04-29,2021-04-25,165559.0
405027101.0,111,2018-04-29,2021-04-18,85271.0
406007101.0,145,2018-04-29,2021-04-25,123614.0
407017101.0,142,2018-04-29,2021-04-25,148180.0
407020101.0,47,2018-04-29,2019-04-14,57287.0
407023101.0,61,2018-04-29,2021-02-28,41357.0
407025101.0,144,2018-04-29,2021-01-31,242379.0
407030101.0,74,2018-04-29,2019-11-24,117093.0
408003101.0,80,2018-04-29,2020-07-12,52129.0
408010101.0,19,2018-04-29,2018-09-30,25655.0
408011102.0,118,2018-04-29,2021-03-28,101272.0
409007101.0,3,2018-04-29,2018-05-20,3681.0
409018101.0,106,2018-04-29,2021-04-25,110533.0
409024101.0,118,2018-05-27,2021-04-25,181551.0
410002101.0,61,2018-05-27,2021-04-18,57652.0
410004101.0,14,2018-05-27,2020-12-20,23769.0
410008101.0,147,2018-04-29,2021-04-25,202527.0
410009101.0,151,2018-04-29,2021-04-25,309652.0
410016101.0,114,2018-07-22,2021-03-14,328892.0
410021101.0,128,2018-04-29,2021-04-18,110008.0
410022101.0,128,2018-04-29,2021-04-25,179223.0
417012101.0,98,2018-04-29,2021-03-21,145501.0
417013101.0,111,2018-04-29,2021-04-18,145390.0
417014101.0,149,2018-04-29,2021-04-25,145803.0
417023101.0,28,2018-05-27,2021-04-25,38723.0
417029101.0,100,2018-04-29,2021-04-25,112463.0
417035101.0,43,2018-05-06,2019-12-22,37068.0
417038103.0,70,2018-04-29,2021-04-18,67983.0
417050101.0,83,2018-04-29,2021-04-25,102235.0
417066101.0,16,2019-03-31,2021-01-31,15860.0
417067101.0,71,2018-05-06,2021-03-28,101075.0
417070101.0,71,2018-05-06,2021-02-28,82879.0
418009103.0,152,2018-04-29,2021-04-25,348178.0
418013101.0,144,2018-04-29,2021-04-25,318738.0
418016101.0,40,2018-04-29,2019-05-19,36466.0
418019101.0,1,2018-04-29,2018-04-29,1794.0
419012101.0,121,2018-04-29,2021-04-25,119032.0
419014101.0,116,2018-04-29,2021-04-25,66083.0
419017101.0,102,2018-04-29,2021-03-28,204181.0
419027101.0,49,2018-04-29,2020-11-01,25157.0
419028101.0,29,2018-04-29,2019-02-24,26734.0
419045101.0,147,2018-04-29,2021-04-25,378675.0
