,Panel ID,CaloriesCalc,Date,DailyConsumption,ID,BMI,Ethnicity,Strata,Location,Lifestage,#HH,Income,Pax
449,174181101.0,684233.0,49,1994.8483965014577,174181101.0,Healthy,Malay,Urban,North,Teens and Toddlers,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
450,174183101.0,1138490.0,144,1129.454365079365,174183101.0,Obese,Malay,Urban,North,Teens Aches,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
451,174188101.0,1229024.0,118,1487.9225181598063,174188101.0,Healthy,Chinese,Urban,North,Teens Aches,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
452,174209101.0,802851.0,92,1246.6630434782608,174209101.0,Healthy,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
453,174219101.0,1964272.0,16,4384.535714285715,174219101.0,Healthy,Malay,Urban,North,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
454,174221101.0,3261573.0,136,3426.0220588235293,174221101.0,Under Weight,Chinese,Urban,North,Teens and Toddlers,4-5 Member HH,<RM2000 (Low),4.0
455,174224101.0,487233.0,24,2900.1964285714284,174224101.0,Healthy,Chinese,Urban,North,Nesting Families,6+ Member HH,RM5000-RM7999 (Mid High),6.0
456,174226101.0,203100.0,54,537.3015873015873,174226101.0,Healthy,Chinese,Urban,North,Teens and Toddlers,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
457,174227101.0,543572.0,72,1078.515873015873,174227101.0,Under Weight,Chinese,Urban,North,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
458,174233101.0,683129.0,25,3903.594285714286,174233101.0,Healthy,Chinese,Urban,North,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
459,174242101.0,1403137.0,155,1293.2138248847928,174242101.0,Healthy,Chinese,Urban,North,Teens and Toddlers,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
460,174245101.0,121873.0,24,725.4345238095239,174245101.0,Under Weight,Chinese,Urban,North,Nesting Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
461,182003101.0,5259170.1,152,4942.829041353383,182003101.0,Over Weight,Malay,Rural,North,Teens and Toddlers,4-5 Member HH,<RM2000 (Low),4.0
462,182011101.0,4103520.5,149,3934.343720038351,182011101.0,Over Weight,Malay,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
463,182014101.0,4378522.0,142,4404.951710261569,182014101.0,Healthy,Malay,Rural,North,Yankys/Matured Families,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
464,182019101.0,1437263.0,102,2012.9733893557423,182019101.0,Obese,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
465,182021101.0,2912096.0,147,2830.025267249757,182021101.0,Healthy,Malay,Rural,North,Teens Aches,1-3 Member HH,<RM2000 (Low),2.0
466,183004101.0,2585789.0,134,2756.7046908315565,183004101.0,Obese,Chinese,Urban,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
467,183010101.0,1668094.0,43,5541.840531561461,183010101.0,Healthy,Malay,Urban,North,Teens Aches,1-3 Member HH,RM2000-RM2999 (Low High),2.0
468,184006106.0,1289970.0,139,1325.7656731757452,184006106.0,Under Weight,Malay,Rural,North,Yankys/Matured Families,4-5 Member HH,<RM2000 (Low),4.0
469,184011105.0,4672234.0,142,4700.43661971831,184011105.0,Healthy,Malay,Rural,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
470,184019101.0,607943.0,27,3216.62962962963,184019101.0,Obese,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
471,184021101.0,4542858.0,141,4602.693009118541,184021101.0,Healthy,Malay,Urban,North,Teens Aches,6+ Member HH,<RM2000 (Low),6.0
472,184026101.0,3937534.6000000006,125,4500.039542857144,184026101.0,Healthy,Malay,Rural,North,Teens and Toddlers,4-5 Member HH,<RM2000 (Low),4.0
473,184028101.0,3526065.0,152,3313.970864661654,184028101.0,Over Weight,Malay,Rural,North,Teens and Toddlers,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
474,184033101.0,944063.0,58,2325.2783251231526,184033101.0,Healthy,Malay,Rural,North,Nesting Families,4-5 Member HH,<RM2000 (Low),4.0
475,184035101.0,644857.0,46,2002.6614906832297,184035101.0,Under Weight,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
476,184036101.0,2168350.0,98,3160.860058309038,184036101.0,Under Weight,Chinese,Rural,North,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
477,184038101.0,1877727.0,85,3155.8436974789915,184038101.0,Under Weight,Malay,Rural,North,Nesting Families,6+ Member HH,<RM2000 (Low),6.0
478,184040101.0,3703840.0,152,3481.052631578947,184040101.0,Over Weight,Chinese,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
479,185008101.0,6216475.0,131,3389.5719738276994,185008101.0,Healthy,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
480,185026101.0,710822.0,93,1091.8924731182794,185026101.0,Over Weight,Others,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
481,185028101.0,938341.0,60,2234.1452380952383,185028101.0,Under Weight,Chinese,Rural,North,Teens Aches,4-5 Member HH,RM2000-RM2999 (Low High),4.0
482,186009103.0,4685038.0,151,4432.391674550615,186009103.0,Healthy,Malay,Urban,North,Teens Aches,4-5 Member HH,>RM7999 (High),4.0
483,186015101.0,1140962.0,54,3018.4179894179897,186015101.0,Healthy,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
484,186018103.0,2873387.5,85,4829.22268907563,186018103.0,Healthy,Malay,Rural,North,Teens Aches,6+ Member HH,<RM2000 (Low),6.0
485,186019101.0,474336.0,20,3388.1142857142854,186019101.0,Over Weight,Malay,Rural,North,Teens and Toddlers,4-5 Member HH,<RM2000 (Low),4.0
486,186025101.0,4182785.0,120,4979.505952380952,186025101.0,Over Weight,Malay,Rural,North,Teens Aches,4-5 Member HH,RM2000-RM2999 (Low High),4.0
487,187011101.0,2562948.5,127,2882.956692913386,187011101.0,Obese,Malay,Rural,North,Empty Nesters,1-3 Member HH,RM2000-RM2999 (Low High),2.0
488,187021101.0,1626697.0,90,2582.05873015873,187021101.0,Healthy,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
489,187029101.0,3372402.0,134,3595.311300639659,187029101.0,Healthy,Malay,Rural,North,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
490,187038101.0,623440.0,22,4048.3116883116886,187038101.0,Over Weight,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
491,187043101.0,2322223.0,136,2439.30987394958,187043101.0,Over Weight,Malay,Rural,North,Empty Nesters,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
492,187047101.0,2589021.0,89,4155.731942215089,187047101.0,Healthy,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
493,187048101.0,814691.0,30,3879.480952380952,187048101.0,Healthy,Malay,Rural,North,Nesting Families,4-5 Member HH,<RM2000 (Low),4.0
494,187090401.0,280621.0,21,1908.9863945578231,187090401.0,Under Weight,Malay,Urban,South,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
495,188001101.0,2849396.0,108,3769.042328042328,188001101.0,Over Weight,Malay,Rural,North,Yankys/Matured Families,4-5 Member HH,<RM2000 (Low),4.0
496,189003101.0,1787590.0,75,3404.9333333333334,189003101.0,Over Weight,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
497,189025101.0,2483282.0,131,2708.050163576881,189025101.0,Obese,Chinese,Rural,North,Teens Aches,6+ Member HH,RM2000-RM2999 (Low High),6.0
498,189027102.0,446632.0,29,2200.1576354679805,189027102.0,Obese,Malay,Rural,North,Teens Aches,6+ Member HH,<RM2000 (Low),6.0
499,189029101.0,5084309.0,132,5502.498917748918,189029101.0,Healthy,Malay,Rural,North,Teens Aches,4-5 Member HH,RM2000-RM2999 (Low High),4.0
500,189036101.0,3877865.0,153,3620.7889822595707,189036101.0,Over Weight,Malay,Urban,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
501,189041101.0,14014.0,4,500.5,189041101.0,Not Available,Malay,Urban,East Coast,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
502,189067101.0,1287283.0,126,1459.5045351473923,189067101.0,Obese,Malay,Urban,North,Nesting Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
503,189071101.0,5647109.0,135,5975.77671957672,189071101.0,Under Weight,Others,Urban,North,Nesting Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
504,189075101.0,698882.0,122,818.3629976580796,189075101.0,Not Available,Malay,Urban,North,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
505,189080101.0,1975997.0,106,2663.0687331536387,189080101.0,Under Weight,Others,Urban,North,Nesting Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
506,189083101.0,2100005.0,154,1948.056586270872,189083101.0,Healthy,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
507,201007101.0,454098.0,21,3089.1020408163267,201007101.0,Healthy,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
508,201009101.0,990066.0,55,2571.6,201009101.0,Over Weight,Others,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
509,201019101.0,1518035.0,49,4425.758017492712,201019101.0,Over Weight,Malay,Urban,Central,Nesting Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
510,201024101.0,213611.0,13,2347.373626373626,201024101.0,Healthy,Malay,Urban,Central,Nesting Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
511,201047101.0,31958.0,4,1141.357142857143,201047101.0,Healthy,Malay,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
512,201067101.0,1626574.0,96,2420.497023809524,201067101.0,Obese,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
513,201074101.0,5435.0,4,194.10714285714286,201074101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
514,201075101.0,545515.0,84,927.7465986394558,201075101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,>RM7999 (High),2.0
515,201078101.0,2872596.0,103,3984.183079056865,201078101.0,Under Weight,Chinese,Urban,Central,Yankys/Matured Families,6+ Member HH,>RM7999 (High),6.0
516,201085101.0,4649373.0,147,4518.34110787172,201085101.0,Over Weight,Malay,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
517,201118101.0,160101.0,9,2541.285714285714,201118101.0,Over Weight,Others,Urban,Central,Teens Aches,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
518,201121101.0,2526079.0,144,2506.030753968254,201121101.0,Over Weight,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
519,201127101.0,501402.0,25,2865.154285714286,201127101.0,Healthy,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
520,201128101.0,3761545.0,132,4070.9361471861475,201128101.0,Obese,Others,Urban,Central,Yankys/Matured Families,6+ Member HH,RM2000-RM2999 (Low High),6.0
521,201133101.0,1862417.0,154,1727.6595547309832,201133101.0,Over Weight,Others,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
522,201139101.0,1041279.0,76,1957.2913533834585,201139101.0,Over Weight,Chinese,Urban,Central,Yankys/Matured Families,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
523,201140101.0,421700.0,17,3543.697478991596,201140101.0,Healthy,Others,Urban,Central,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
524,201147101.0,568000.0,94,863.2218844984802,201147101.0,Under Weight,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
525,201151101.0,2387624.0,119,2866.2953181272505,201151101.0,Healthy,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
526,201156101.0,2008604.4999999998,119,2411.289915966386,201156101.0,Obese,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM2000-RM2999 (Low High),4.0
527,201164101.0,1424162.0,65,3130.0263736263737,201164101.0,Over Weight,Malay,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
528,201166101.0,1357200.0,48,4039.285714285714,201166101.0,Over Weight,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
529,201176101.0,4868511.0,135,5151.863492063492,201176101.0,Over Weight,Malay,Urban,Central,Teens and Toddlers,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
530,201186101.0,2203125.0,139,2264.2600205549847,201186101.0,Healthy,Chinese,Urban,Central,Teens and Toddlers,4-5 Member HH,>RM7999 (High),4.0
531,201189101.0,382761.0,50,1093.6028571428571,201189101.0,Over Weight,Malay,Urban,Central,Nesting Families,6+ Member HH,RM5000-RM7999 (Mid High),6.0
532,201194101.0,1587935.0,135,1680.3544973544974,201194101.0,Under Weight,Others,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
533,201196101.0,3572771.0,150,3402.6390476190472,201196101.0,Healthy,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
534,201200101.0,124388.0,19,935.2481203007519,201200101.0,Healthy,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
535,201204101.0,2269306.0,146,2220.4559686888456,201204101.0,Healthy,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,RM5000-RM7999 (Mid High),6.0
536,201212101.0,2218539.0,145,2185.752709359606,201212101.0,Over Weight,Malay,Urban,Central,Nesting Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
537,201213101.0,2932481.4,135,3103.1549206349205,201213101.0,Healthy,Malay,Urban,Central,Nesting Families,6+ Member HH,>RM7999 (High),6.0
538,202005101.0,5261162.0,144,5219.406746031746,202005101.0,Over Weight,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
539,202006101.0,897966.0,52,2466.9395604395604,202006101.0,Healthy,Chinese,Urban,Central,Teens and Toddlers,4-5 Member HH,>RM7999 (High),4.0
540,202015101.0,1988514.0,141,2014.7051671732522,202015101.0,Over Weight,Malay,Urban,Central,Teens Aches,1-3 Member HH,<RM2000 (Low),2.0
541,202018101.0,992390.0,93,1524.4086021505375,202018101.0,Over Weight,Chinese,Urban,Central,Teens Aches,4-5 Member HH,>RM7999 (High),4.0
542,202030101.0,922749.0,35,3766.3224489795916,202030101.0,Obese,Malay,Urban,Central,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
543,202046103.0,1534019.0,147,1490.7862001943633,202046103.0,Over Weight,Chinese,Urban,Central,Empty Nesters,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
544,202054101.0,1907593.0,142,1919.1076458752516,202054101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
545,202067102.0,364679.0,45,1157.7111111111112,202067102.0,Over Weight,Chinese,Urban,Central,Teens and Toddlers,4-5 Member HH,>RM7999 (High),4.0
546,202088101.0,2060986.0,153,1924.356676003735,202088101.0,Over Weight,Chinese,Urban,Central,Yankys/Matured Families,6+ Member HH,>RM7999 (High),6.0
547,202089101.0,293366.0,30,1396.9809523809524,202089101.0,Healthy,Chinese,Urban,Central,Teens Aches,4-5 Member HH,>RM7999 (High),4.0
548,202090101.0,689143.0,82,1200.5975609756097,202090101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
549,202093101.0,564083.0,148,544.4816602316603,202093101.0,Healthy,Chinese,Urban,Central,Empty Nesters,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
550,202097101.0,2658331.0,128,2966.887276785714,202097101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,>RM7999 (High),4.0
551,202112101.0,5746212.0,155,5296.047926267282,202112101.0,Over Weight,Others,Urban,Central,Teens and Toddlers,6+ Member HH,RM5000-RM7999 (Mid High),6.0
552,202113101.0,2353728.0,137,2454.3566214807092,202113101.0,Obese,Others,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
553,202121101.0,1368844.0,136,1437.8613445378153,202121101.0,Healthy,Chinese,Urban,Central,Teens Aches,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
554,202122102.0,1186865.0,98,1730.1239067055394,202122102.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,>RM7999 (High),4.0
555,202133101.0,77564.0,19,583.187969924812,202133101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,>RM7999 (High),2.0
556,202137101.0,2197642.0,125,2511.5908571428567,202137101.0,Healthy,Others,Urban,Central,Nesting Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
557,202142101.0,2710580.0,108,3585.4232804232806,202142101.0,Obese,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
558,202153101.0,3691141.0,150,3515.372380952381,202153101.0,Over Weight,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM2000-RM2999 (Low High),4.0
559,202160101.0,777881.0,97,1145.6273932253314,202160101.0,Under Weight,Chinese,Urban,Central,Empty Nesters,1-3 Member HH,RM2000-RM2999 (Low High),2.0
560,202166101.0,16089.0,4,574.6071428571429,202166101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,>RM7999 (High),2.0
561,202168101.0,1363404.0,127,1533.6377952755904,202168101.0,Healthy,Chinese,Urban,Central,Teens Aches,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
562,202171101.0,1646537.0,145,1622.2039408866997,202171101.0,Healthy,Chinese,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
563,202178101.0,3097972.0,95,4658.604511278196,202178101.0,Healthy,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
564,202179101.0,327848.0,14,3345.387755102041,202179101.0,Under Weight,Malay,Urban,Central,Teens and Toddlers,4-5 Member HH,<RM2000 (Low),4.0
565,202181102.0,1917482.0,144,1902.263888888889,202181102.0,Under Weight,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
566,202201101.0,1297985.0,109,1701.1598951507208,202201101.0,Under Weight,Chinese,Urban,Central,Teens and Toddlers,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
567,202206101.0,986769.0,111,1269.972972972973,202206101.0,Over Weight,Malay,Urban,Central,Teens Aches,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
568,202208101.0,1892107.0,140,1930.7214285714285,202208101.0,Healthy,Chinese,Urban,Central,Teens and Toddlers,6+ Member HH,>RM7999 (High),6.0
569,202210101.0,204644.0,8,3654.3571428571427,202210101.0,Under Weight,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
570,202231101.0,593978.0,64,1325.84375,202231101.0,Over Weight,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
571,202236101.0,1148966.0,63,2605.365079365079,202236101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,>RM7999 (High),2.0
572,202237101.0,2761678.0,129,3058.3366555924695,202237101.0,Healthy,Chinese,Urban,Central,Teens and Toddlers,4-5 Member HH,>RM7999 (High),4.0
573,202241101.0,1230692.0,60,2930.2190476190476,202241101.0,Over Weight,Malay,Urban,Central,Teens Aches,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
574,202244101.0,2597576.0,129,2876.6068660022147,202244101.0,Obese,Malay,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
575,202246101.0,2689335.0,143,2686.6483516483518,202246101.0,Under Weight,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
576,202250101.0,1119938.0,92,1739.0341614906831,202250101.0,Healthy,Malay,Urban,Central,Nesting Families,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
577,202264101.0,691100.0,100,987.2857142857143,202264101.0,Healthy,Chinese,Urban,Central,Teens and Toddlers,4-5 Member HH,>RM7999 (High),4.0
578,202268101.0,2169816.0,151,2052.80605487228,202268101.0,Healthy,Malay,Urban,Central,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
579,203001104.0,792415.0,61,1855.7728337236533,203001104.0,Over Weight,Malay,Urban,Central,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
580,203007101.0,957445.0,95,1439.766917293233,203007101.0,Over Weight,Malay,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
581,203008101.0,1467068.0,100,2095.8114285714287,203008101.0,Obese,Malay,Urban,Central,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
582,203017101.0,3317589.0,132,3590.464285714286,203017101.0,Obese,Malay,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
583,203019101.0,291778.0,19,2193.8195488721803,203019101.0,Over Weight,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
584,203020101.0,1684421.0,143,1682.7382617382616,203020101.0,Over Weight,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
585,203023101.0,2162553.0,147,2101.606413994169,203023101.0,Healthy,Malay,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
586,203042105.0,6515432.0,143,1084.820512820513,203042105.0,Obese,Malay,Urban,Central,Teens Aches,6+ Member HH,>RM7999 (High),6.0
587,203044101.0,5029616.0,133,5402.380236305048,203044101.0,Obese,Malay,Urban,Central,Yankys/Matured Families,6+ Member HH,>RM7999 (High),6.0
588,203049101.0,1810069.0,130,1989.0868131868133,203049101.0,Under Weight,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,>RM7999 (High),4.0
589,203054101.0,3007900.0,88,4882.954545454545,203054101.0,Over Weight,Others,Urban,Central,Yankys/Matured Families,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
590,203072101.0,843170.0,134,898.9019189765459,203072101.0,Healthy,Chinese,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
591,203074101.0,3276126.0,128,3656.390625,203074101.0,Under Weight,Chinese,Urban,Central,Teens Aches,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
592,203081101.0,1789151.0,135,1893.2814814814815,203081101.0,Healthy,Chinese,Urban,Central,Teens Aches,1-3 Member HH,>RM7999 (High),2.0
593,203086101.0,1252543.0,51,3508.5238095238096,203086101.0,Obese,Malay,Urban,Central,Teens and Toddlers,6+ Member HH,>RM7999 (High),6.0
594,203090101.0,2753198.0,135,2913.437037037037,203090101.0,Obese,Malay,Urban,Central,Empty Nesters,1-3 Member HH,RM2000-RM2999 (Low High),2.0
595,203095101.0,3830421.0,142,3853.5422535211264,203095101.0,Over Weight,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
596,203108101.0,923097.0,121,1089.8429752066115,203108101.0,Over Weight,Chinese,Urban,Central,Nesting Families,4-5 Member HH,>RM7999 (High),4.0
597,203109102.0,4292858.0,77,1991.121521335807,203109102.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
598,203116101.0,940212.0,120,1119.3,203116101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
599,203117101.0,1782019.0,72,3535.7519841269846,203117101.0,Healthy,Malay,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
600,203118101.0,1729305.0,57,4334.097744360903,203118101.0,Over Weight,Malay,Urban,Central,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
601,203119101.0,3178082.0,151,3006.7000946073795,203119101.0,Healthy,Others,Urban,Central,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
602,203123101.0,2317355.0,121,2735.9563164108617,203123101.0,Over Weight,Chinese,Urban,Central,Empty Nesters,1-3 Member HH,>RM7999 (High),2.0
603,203131101.0,3415164.8,152,3209.7413533834583,203131101.0,Obese,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
604,203136101.0,692005.5,152,650.3811090225564,203136101.0,Healthy,Chinese,Urban,Central,Teens Aches,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
605,203139101.0,781694.0,128,872.4263392857143,203139101.0,Healthy,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
606,203147101.0,2436602.0,156,2231.3205128205127,203147101.0,Healthy,Others,Urban,Central,Teens Aches,4-5 Member HH,RM2000-RM2999 (Low High),4.0
607,203159101.0,346184.0,107,462.1949265687584,203159101.0,Over Weight,Chinese,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
608,203168102.0,2764250.0,136,2903.6239495798322,203168102.0,Under Weight,Malay,Urban,Central,Teens Aches,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
609,204003101.0,3159446.0,144,3134.371031746032,204003101.0,Over Weight,Malay,Urban,Central,Empty Nesters,1-3 Member HH,RM2000-RM2999 (Low High),2.0
610,204005101.0,2297051.0,116,2828.880541871921,204005101.0,Over Weight,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
611,204025101.0,970926.0,34,4079.521008403361,204025101.0,Over Weight,Malay,Urban,Central,Nesting Families,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
612,204025103.0,2056265.0,114,2576.7731829573936,204025103.0,Under Weight,Malay,Urban,Central,Nesting Families,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
613,204027104.0,3274162.0,128,3654.198660714286,204027104.0,Over Weight,Malay,Urban,Central,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
614,204037103.0,3175153.0,156,2907.6492673992675,204037103.0,Over Weight,Malay,Urban,Central,Teens Aches,1-3 Member HH,<RM2000 (Low),2.0
615,204038101.0,1863086.0,156,1706.1227106227107,204038101.0,Over Weight,Chinese,Urban,Central,Yankys/Matured Families,4-5 Member HH,RM5000-RM7999 (Mid High),4.0
616,204052101.0,694514.0,40,2480.407142857143,204052101.0,Healthy,Malay,Urban,Central,Teens Aches,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
617,204053101.0,2589368.0,147,2516.392614188532,204053101.0,Over Weight,Malay,Urban,Central,Teens Aches,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
618,204057101.0,1877119.0,150,1787.732380952381,204057101.0,Healthy,Others,Urban,Central,Teens Aches,4-5 Member HH,>RM7999 (High),4.0
